,duration,protocol_type,service,flag,src_bytes,dst_bytes,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,num_root,num_file_creations,num_shells,num_access_files,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,AttackType
22,0,tcp,http,SF,196,1823,0,0,0,1,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,Normal
23,0,tcp,http,SF,277,1816,0,0,0,1,0,0,0,0,0,0,0,17,18,0,0,0,0,1,0,0.11,36,255,1,0,0.03,0.02,0,0,0,0,Normal
24,0,tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,116,8,0,0,1,1,0.07,0.07,0,255,8,0.03,0.06,0,0,0,0,1,1,Attack
25,0,tcp,discard,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,273,13,0,0,1,1,0.05,0.06,0,255,13,0.05,0.06,0,0,0,0,1,1,Attack
26,0,tcp,http,SF,294,6442,0,0,0,1,0,0,0,0,0,0,0,22,46,0,0,0,0,1,0,0.11,180,255,1,0,0.01,0.01,0,0,0,0,Normal
27,0,tcp,http,SF,300,440,0,0,0,1,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,Normal
28,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,46,59,1,0,1,0.14,0,0,0,0,Attack
29,0,udp,private,SF,54,51,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.83,0,0,0,0,0,Normal
30,805,tcp,http,RSTR,76944,1,0,0,0,1,0,0,0,0,0,0,0,12,12,0,0,1,1,1,0,0,241,238,0.99,0.01,0,0,0,0,0.07,0.07,Attack
31,0,tcp,smtp,SF,720,281,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,158,82,0.52,0.06,0.01,0,0.01,0,0,0,Normal
32,0,tcp,http,SF,301,19794,0,0,0,1,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,20,255,1,0,0.05,0.02,0.05,0,0,0,Normal
33,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0.08,0.38,0,255,3,0.01,0.58,0.99,0,0,0,0.01,0,Normal
34,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,483,1,0.05,0,0.92,1,0,1,0,255,1,0,1,0,0,0,0,0.96,1,Attack
35,0,tcp,imap4,RSTO,0,44,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0.5,1,1,185,59,0.24,0.03,0.01,0.03,0.01,0,0.89,0.95,Attack
36,0,tcp,http,SF,209,12894,0,0,0,1,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,Normal
37,8,tcp,ftp,SF,220,688,0,4,0,1,0,0,0,4,0,0,0,1,1,0,0,0,0,1,0,0,53,27,0.51,0.08,0.02,0,0,0,0,0,Attack
38,0,udp,domain_u,SF,43,71,0,0,0,0,0,0,0,0,0,0,0,113,113,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,Normal
39,0,tcp,ftp_data,SF,88382,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,203,114,0.38,0.01,0.38,0.02,0,0,0,0,Normal
40,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,8,1,1,0,0,0.06,0.06,0,255,8,0.03,0.06,0,0,1,1,0,0,Attack
41,0,tcp,http,SF,277,4968,0,0,0,1,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,13,255,1,0,0.08,0.01,0,0,0,0,Normal
42,0,tcp,http,SF,321,2715,0,0,0,1,0,0,0,0,0,0,0,29,37,0.03,0.05,0,0,1,0,0.08,29,255,1,0,0.03,0.04,0.03,0,0,0,Normal
43,0,tcp,http,SF,335,3228,0,0,0,1,0,0,0,0,0,0,0,49,50,0,0,0,0,1,0,0.04,255,255,1,0,0,0,0,0,0,0,Normal
44,0,tcp,mtp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,266,8,0,0,1,1,0.03,0.06,0,255,8,0.03,0.06,0,0,0,0,1,1,Attack
45,0,tcp,http,SF,234,3236,0,0,0,1,0,0,0,0,0,0,0,8,21,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,Normal
46,0,tcp,systat,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,6,1,1,0,0,0.02,0.06,0,255,6,0.02,0.07,0,0,1,1,0,0,Attack
47,0,tcp,http,SF,54540,8314,0,2,0,1,1,0,0,0,0,0,0,4,24,0,0,0,0,1,0,0.08,255,250,0.98,0.01,0,0,0,0,0.06,0.06,Attack
48,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0.33,0,0.67,1,0,0.92,91,86,0.34,0.03,0.01,0.03,1,1,0,0,Attack
49,0,udp,private,SF,46,45,0,0,0,0,0,0,0,0,0,0,0,68,68,0,0,0,0,1,0,0,255,255,1,0,0.26,0,0,0,0,0,Normal
50,0,tcp,http,SF,318,488,0,0,0,1,0,0,0,0,0,0,0,3,16,0,0,0,0,1,0,0.12,3,156,1,0,0.33,0.04,0,0.01,0,0,Normal
51,0,tcp,http,SF,256,4926,0,0,0,1,0,0,0,0,0,0,0,1,41,0,0,0,0,1,0,0.07,255,241,0.95,0.02,0,0,0,0,0,0,Normal
52,0,tcp,iso_tsap,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,239,7,0,0,1,1,0.03,0.06,0,255,7,0.03,0.07,0,0,0,0,1,1,Attack
53,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,201,3,0,0,1,1,0.01,0.08,0,255,3,0.01,0.08,0,0,0,0,1,1,Attack
54,282,tcp,ftp,SF,160,599,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,37,0.15,0.02,0,0,0,0,0.44,0,Attack
55,0,tcp,http,SF,229,509,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,21,255,1,0,0.05,0.04,0,0,0,0,Normal
56,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,280,8,0,0,1,1,0.03,0.06,0,255,8,0.03,0.06,0,0,0,0,1,1,Attack
57,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,9,9,1,0,0.11,0,0,0,0,0,Attack
58,7428,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,217,0.85,0.03,0,0,0.33,0.39,0.12,0.06,Attack
59,0,tcp,http,SF,282,396,0,0,0,1,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,Normal
60,4,tcp,pop_3,SF,28,93,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,249,0.98,0.02,0,0,0,0,0,0,Attack
61,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,7,10,0.86,0.29,0.86,0.2,0,0,0,0,Attack
62,0,tcp,http,SF,233,2239,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,197,0.77,0.02,0,0,0,0,0,0,Normal
63,0,tcp,http,SF,257,8712,0,0,0,1,0,0,0,0,0,0,0,2,20,0,0,0,0,1,0,0.2,255,255,1,0,0,0,0,0,0,0,Normal
64,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,412,1,0.15,0,0.83,1,0,1,0,255,1,0,0.96,0,0,0.1,0,0.89,1,Attack
65,0,tcp,http,SF,214,645,0,0,0,1,0,0,0,0,0,0,0,30,30,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,Normal
66,0,tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,1,1,0.25,1,0.83,106,85,0.29,0.05,0.01,0.02,0.02,0,0.91,0.67,Attack
67,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,109,13,0,0,1,1,0.12,0.06,0,255,13,0.05,0.07,0,0,0,0,1,1,Attack
68,0,tcp,smtp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,1,1,0,0,0.01,0.06,0,255,1,0,0.05,0,0,1,1,0,0,Attack
69,0,tcp,http,SF,203,651,0,0,0,1,0,0,0,0,0,0,0,19,19,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,Normal
70,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,216,14,0,0,1,1,0.06,0.06,0,255,14,0.05,0.07,0,0,0,0,1,1,Attack
71,0,tcp,smtp,SF,0,83,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,61,146,0.8,0.07,0.02,0.01,0,0,0,0.01,Normal
72,0,tcp,http,SF,307,484,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,10,255,1,0,0.1,0.05,0,0,0,0,Normal
73,0,tcp,http,SF,320,1667,0,0,0,1,0,0,0,0,0,0,0,8,30,0,0,0,0,1,0,0.17,85,253,1,0,0.01,0.04,0,0,0,0,Normal
74,0,tcp,csnet_ns,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,251,3,0,0,1,1,0.01,0.06,0,255,3,0.01,0.06,0,0,0,0,1,1,Attack
75,0,tcp,http,SF,215,430,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,40,255,1,0,0.03,0.04,0,0,0,0,Normal
76,0,tcp,http,SF,358,3691,0,0,0,1,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,81,255,1,0,0.01,0.03,0,0,0,0,Normal
77,8092,tcp,telnet,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,67,0.26,0.03,0,0,0,0.01,0.11,0.19,Attack
78,0,tcp,http,SF,270,1332,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,7,255,1,0,0.14,0.04,0,0,0,0,Normal
79,0,tcp,http,SF,337,283,0,0,0,1,0,0,0,0,0,0,0,24,29,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,Normal
80,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,267,19,0.01,0,0.99,1,0.07,0.06,0,255,19,0.07,0.06,0,0,0.01,0,0.99,1,Attack
81,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,231,6,0,0,1,1,0.03,0.07,0,255,6,0.02,0.07,0,0,0,0,1,1,Attack
82,0,icmp,ecr_i,SF,1480,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,25,1,0,1,0.52,0,0,0,0,Attack
83,0,tcp,http,SF,219,1310,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,4,251,1,0,0.25,0.08,0,0,0,0,Normal
84,0,tcp,http,SF,258,1012,0,0,0,1,0,0,0,0,0,0,0,26,26,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,Normal
85,0,tcp,http,SF,324,1093,0,0,0,1,0,0,0,0,0,0,0,5,8,0,0,0,0,1,0,0.38,69,255,1,0,0.01,0.01,0,0,0,0,Normal
86,0,tcp,finger,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,58,19,0,0,1,1,0.33,0.07,0,255,62,0.24,0.11,0,0,0,0,1,1,Attack
87,0,tcp,pop_3,RSTO,0,36,0,0,0,1,0,0,0,0,0,0,0,3,7,0,0,1,1,0.33,1,1,189,60,0.24,0.03,0.01,0.03,0,0,0.88,0.98,Attack
88,0,tcp,http,SF,236,10503,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,Normal
89,0,tcp,ftp_data,SF,1699,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,36,7,0.19,0.11,0.19,0,0,0,0,0,Normal
90,0,tcp,http,SF,327,910,0,0,0,1,0,0,0,0,0,0,0,14,15,0,0,0,0,1,0,0.13,14,255,1,0,0.07,0.03,0,0,0,0,Normal
91,0,tcp,http,SF,303,2789,0,0,0,1,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,Normal
92,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,103,4,0,0,1,1,0.04,0.06,0,255,4,0.02,0.06,0,0,0,0,1,1,Attack
93,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,13,0.05,0.02,0,0,0,0,0.06,1,Attack
94,3,tcp,pop_3,SF,28,93,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,Attack
95,0,tcp,smtp,SF,0,83,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,110,25,0.23,0.13,0.01,0,0,0,0,0,Normal
96,0,tcp,http,SF,282,4532,0,0,0,1,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,96,255,1,0,0.01,0.02,0,0,0,0,Normal
97,0,udp,domain_u,SF,44,113,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,253,0.99,0.01,0,0,0,0,0,0,Normal
98,0,tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,30,1,0.03,1,1,0,1,1,0,0,Attack
99,0,tcp,uucp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,119,7,0,0,1,1,0.06,0.07,0,255,7,0.03,0.06,0,0,0,0,1,1,Attack
100,0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,1,0,1,0.99,0,0,1,0,255,1,0,1,0,0,0.01,1,0.99,0,Attack
101,0,tcp,ftp,SF,26,157,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,155,71,0.46,0.03,0.01,0,0,0,0,0,Attack
102,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,217,6,0,0,1,1,0.03,0.07,0,255,6,0.02,0.07,0,0,0,0,1,1,Attack
103,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,106,15,0,0,1,1,0.14,0.08,0,255,15,0.06,0.06,0,0,0,0,1,1,Attack
104,1,tcp,smtp,SF,995,330,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,62,42,0.66,0.05,0.02,0.05,0,0,0,0,Normal
105,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,239,12,0,0,1,1,0.05,0.07,0,255,12,0.05,0.07,0,0,0,0,1,1,Attack
106,31,tcp,telnet,SF,197,1608,0,1,0,1,1,0,1,2,1,0,0,1,1,0,0,0,0,1,0,0,248,32,0.13,0.03,0,0,0,0,0,0,Attack
107,0,tcp,http,SF,197,1830,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,26,229,1,0,0.04,0.05,0,0,0,0,Normal
108,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,117,10,0,0,1,1,0.09,0.06,0,255,10,0.04,0.05,0,0,0,0,1,1,Attack
109,0,tcp,http,SF,230,843,0,0,0,1,0,0,0,0,0,0,0,25,25,0,0,0,0,1,0,0,25,255,1,0,0.04,0.06,0,0,0,0,Normal
110,0,tcp,http,SF,161,14086,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,151,151,1,0,0.01,0,0,0,0,0,Normal
111,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,228,15,0,0,1,1,0.07,0.07,0,255,15,0.06,0.08,0,0,0,0,1,1,Attack
112,8080,tcp,telnet,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,69,0.27,0.03,0,0,0,0.01,0.11,0.19,Attack
113,8124,tcp,telnet,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,60,0.24,0.04,0,0,0,0.02,0.11,0.22,Attack
114,0,tcp,http,SF,224,278,0,0,0,1,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,255,1,0,0,0,0,0,0,0,Normal
115,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,20,1,1,0,0,0.08,0.07,0,255,20,0.08,0.07,0,0,1,1,0,0,Attack
116,0,tcp,http,SF,321,372,0,0,0,1,0,0,0,0,0,0,0,16,17,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,Normal
117,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,173,173,0,0,0,0,1,0,0,255,254,1,0.01,1,0,0,0,0,0,Attack
118,0,tcp,whois,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,282,17,0,0,1,1,0.06,0.06,0,255,17,0.07,0.07,0,0,0,0,1,1,Attack
119,0,udp,private,SF,48,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,Attack
120,0,tcp,http,SF,303,289,0,0,0,1,0,0,0,0,0,0,0,6,11,0,0,0,0,1,0,0.36,30,255,1,0,0.03,0.01,0,0,0,0,Normal
121,0,icmp,ecr_i,SF,508,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,192,0.75,0.02,0.75,0,0,0,0.23,0,Attack
122,0,tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,80,1,0.01,1,1,0,1,1,0,0,Attack
123,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,132,12,0,0,1,1,0.09,0.05,0,255,12,0.05,0.06,0,0,0,0,1,1,Attack
124,0,tcp,finger,SF,8,447,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,74,10,0.04,0.31,0.01,0.2,0.01,0,0,0,Normal
125,0,udp,domain_u,SF,43,78,0,0,0,0,0,0,0,0,0,0,0,208,207,0,0,0,0,1,0.01,0,255,254,1,0.01,0.01,0,0,0,0,0,Normal
126,0,tcp,telnet,SF,124,174,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.02,0.02,Attack
127,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,226,2,0.03,0,0.97,1,0.01,0.07,0,255,2,0.01,0.08,0,0,0.02,0,0.98,1,Attack
128,0,tcp,http,SF,257,633,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,171,255,1,0,0.01,0.03,0,0,0,0,Normal
129,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,1,0,0.25,220,220,1,0,0,0,0,0,0,0,Normal
130,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,1,0,0.11,255,255,1,0,0.01,0,0,0,0,0,Normal
131,0,tcp,http,SF,219,5881,0,0,0,1,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0.12,1,255,1,0,1,0.03,0,0,0,0,Normal
132,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,117,0.46,0.02,0,0,0.53,0.37,0.01,0.01,Attack
133,0,tcp,http,SF,260,4027,0,0,0,1,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,105,255,1,0,0.01,0.02,0,0,0,0,Normal
134,7554,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,169,0.66,0.31,0,0,0.5,0.75,0.31,0.01,Attack
135,0,tcp,http,SF,357,247,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,131,255,1,0,0.01,0.03,0,0,0,0,Normal
136,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,218,19,0,0,1,1,0.09,0.06,0,255,19,0.07,0.07,0,0,0,0,1,1,Attack
137,0,udp,private,SF,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,Attack
138,0,tcp,imap4,RSTO,0,44,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.67,1,0.33,0.67,1,186,59,0.24,0.03,0.01,0.03,0,0,0.9,0.98,Attack
139,0,tcp,http,SF,218,287,0,0,0,1,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,Normal
140,0,tcp,http,SF,290,2267,0,0,0,1,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0.4,11,254,1,0,0.09,0.03,0,0,0,0,Normal
141,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0.4,255,252,0.99,0.01,0,0,0,0,0,0,Normal
142,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,131,5,0,0,1,1,0.04,0.06,0,255,5,0.02,0.05,0,0,0,0,1,1,Attack
143,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,269,7,0,0,1,1,0.03,0.07,0,255,7,0.03,0.07,0,0,0,0,1,1,Attack
144,2079,tcp,http,RSTR,72564,0,0,0,0,1,0,0,0,0,0,0,0,11,11,0,0,1,1,1,0,0,255,237,0.93,0.01,0,0,0,0,0.17,0.18,Attack
145,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,1,2,98,1,0,1,0.5,0,0,0,0,Attack
146,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0.11,0,0.44,1,0,0.56,160,85,0.34,0.02,0.01,0.02,1,1,0,0,Attack
147,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,0,0,1,1,0.05,0.06,0,255,5,0.02,0.06,0,0,0,0,1,1,Attack
148,0,tcp,http,SF,244,8745,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,206,255,1,0,0,0.01,0,0,0,0,Normal
149,7466,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,191,0.75,0.24,0,0,0.5,0.66,0.24,0.01,Attack
